Player,Season - Club played for,Competition name,Value currency (million),Market value,Current club (20/21 season),Player nationality,Player age,Position,games_appearances,mins_played,goals,goal_assist,Average of Attempts per 90 mins weighted by mins_played per _Season - Club - Competition,total_scoring_att,Average of Attempts on target weighted by mins_played per _Season - Club - Competition,Average of Conversion rate weighted by total_scoring_att per _Season - Club - Competition,Big chances missed,Average of Minute per goal weighted by goals per _Season - Club - Competition,Average of Minute per assist weighted by goals per _Season - Club - Competition,Average of Minute per goal or assist weighted by goals per _Season - Club - Competition,Dribbles per 90 minutes weighted by mins_played per _Season - Club - Competition,Offsides per 90 mins weighted by mins_played per _Season - Club - Competition,Was fouled per 90 mins weighted by mins_played per _Season - Club - Competition,att_pen_goal,Penalties missed,Average of Penalty conversion rate weighted by mins_played per _Season - Club - Competition
Fabián Ruiz,2018/2019 - Napoli,UEFA Champions League,€,55,SSC Napoli,Spain,"24,87",CM,6,471,,,3.2484076433121016,17,"23,5%",,1,,,,1.5286624203821657,,0.7643312101910829,,,
Fabinho,2017/2018 - Monaco,UEFA Champions League,€,51,Liverpool FC,Brazil,"27,31",DM,5,450,,,0.2,1,,,,,,,1,,2.6,,,
Fabinho,2018/2019 - Liverpool,UEFA Champions League,€,51,Liverpool FC,Brazil,"27,31",DM,11,727,,,0.37138927097661617,3,,,,,,,0.24759284731774414,,1.609353507565337,,,
Fausto Vera,2018/2019 - Argentinos Juniors,Argentina Superliga,€,8.6,Argentinos Juniors,Argentina,"20,89",DM,2,55,,,3.272727272727273,2,,,,,,,,,,,,
Federico Valverde,2017/2018 - Deportivo de La Coruña,Spanish La Liga,€,63.8,Real Madrid CF,Uruguay,"22,56",CM,24,1229,,,1.3181448331977217,18,"22,2%",,1,,,,0.5126118795768918,0.07323026851098453,0.21969080553295361,,,
Federico Valverde,2018/2019 - Real Madrid,Spanish La Liga,€,63.8,Real Madrid CF,Uruguay,"22,56",CM,16,651,,,0.967741935483871,7,"14,3%",,2,,,,1.7972350230414746,,0.2764976958525346,,,
Federico Valverde,2018/2019 - Real Madrid,UEFA Champions League,€,63.8,Real Madrid CF,Uruguay,"22,56",CM,4,139,,,2.589928057553957,4,"25,0%",,,,,,1.9424460431654675,,,,,
Ferland Mendy,2017/2018 - Lyon,French Ligue 1,€,46.4,Real Madrid CF,France,"25,69",LB,27,2121,,5,0.7637906647807637,18,"27,8%",,,,424,424,2.036775106082037,,1.9519094766619518,,,
Ferland Mendy,2017/2018 - Lyon,UEFA Europa League,€,46.4,Real Madrid CF,France,"25,69",LB,7,386,,,0.6994818652849741,3,,,,,,,2.7979274611398965,,3.0310880829015545,,,
Ferland Mendy,2018/2019 - Lyon,UEFA Champions League,€,46.4,Real Madrid CF,France,"25,69",LB,8,707,,1,1.1456859971711457,9,"22,2%",,,,707,707,0.8910891089108911,,1.1456859971711457,,,
Ferran Torres,2017/2018 - Valencia CF,Spanish La Liga,€,55,Manchester City FC,Spain,"20,96",RW,13,302,,1,0.8940397350993378,3,"66,7%",,1,,302,302,2.384105960264901,,1.7880794701986755,,,
Ferran Torres,2018/2019 - Valencia CF,UEFA Champions League,€,55,Manchester City FC,Spain,"20,96",RW,3,106,,,2.547169811320755,3,,,,,,,2.547169811320755,1.6981132075471694,0.8490566037735847,,,
Ferran Torres,2018/2019 - Valencia CF,UEFA Europa League,€,55,Manchester City FC,Spain,"20,96",RW,4,260,,,0.34615384615384615,1,,,,,,,1.3846153846153846,0.6923076923076923,0.6923076923076923,,,
Franck Kessié,2017/2018 - Milan,UEFA Europa League,€,41.9,AC Milan,Ivory Coast,"24,16",CM,9,578,,2,1.0899653979238755,7,"14,3%",,,,289,289,1.245674740484429,,0.9342560553633218,,,
Franck Kessié,2018/2019 - Milan,UEFA Europa League,€,41.9,AC Milan,Ivory Coast,"24,16",CM,3,200,,,1.8,4,"25,0%",,,,,,0.9,0.45,1.8,,,
Frenkie de Jong,2016/2017 - Ajax,UEFA Europa League,€,92.2,FC Barcelona,Netherlands,"23,76",CM,4,46,,,,0,,,,,,,1.9565217391304348,,,,,
Frenkie de Jong,2017/2018 - Ajax,Dutch Eredivisie,€,92.2,FC Barcelona,Netherlands,"23,76",CM,21,1514,,4,0.5944517833553501,10,"20,0%",,2,,379,379,2.97225891677675,,1.3077939233817701,,,
Frenkie de Jong,2018/2019 - Ajax,UEFA Champions League,€,92.2,FC Barcelona,Netherlands,"23,76",CM,11,986,,,0.4563894523326572,5,,,,,,,1.3691683569979716,,1.460446247464503,,,
Gabriel Barbosa,2017/2018 - Benfica,Portuguese Primeira Liga,€,27.7,CR Flamengo,Brazil,"24,46",FW,1,13,,,6.923076923076923,1,,,,,,,,,6.923076923076923,,,
Gabriel Barbosa,2017/2018 - Benfica,UEFA Champions League,€,27.7,CR Flamengo,Brazil,"24,46",FW,2,30,,,3,1,,,,,,,,,6,,,
Gabriel Barbosa,2017/2018 - Internazionale,Italian Serie A,€,27.7,CR Flamengo,Brazil,"24,46",FW,0,,,,,0,,,,,,,,,,,,
Gedson Fernandes,2018/2019 - Benfica,Portuguese Primeira Liga,€,9.3,Tottenham Hotspur FC,Portugal,"22,10",CM,22,1044,,2,1.379310344827586,16,"25,0%",,1,,522,522,1.6379310344827587,0.17241379310344826,3.6206896551724137,,,
Gedson Fernandes,2018/2019 - Benfica,UEFA Europa League,€,9.3,Tottenham Hotspur FC,Portugal,"22,10",CM,6,429,,,0.6293706293706294,3,,,,,,,1.6783216783216783,,1.048951048951049,,,
Gedson Fernandes,2019/2020 - Benfica,Portuguese Primeira Liga,€,9.3,Tottenham Hotspur FC,Portugal,"22,10",CM,7,216,,,2.9166666666666665,7,"14,3%",,,,,,1.6666666666666663,,0.8333333333333331,,,
Gedson Fernandes,2019/2020 - Tottenham Hotspur,English Premier League,€,9.3,Tottenham Hotspur FC,Portugal,"22,10",CM,7,62,,,1.4516129032258065,1,,,,,,,2.903225806451613,,2.903225806451613,,,
Gerson,2016/2017 - Fluminense,Brazilian Serie A,€,17.2,CR Flamengo,Brazil,"23,74",CM,2,73,,,1.2328767123287672,1,,,,,,,2.4657534246575343,,4.931506849315069,,,
Gerson,2016/2017 - Roma,Italian Serie A,€,17.2,CR Flamengo,Brazil,"23,74",CM,4,131,,,,0,,,,,,,1.3740458015267174,,1.3740458015267174,,,
Gerson,2016/2017 - Roma,UEFA Europa League,€,17.2,CR Flamengo,Brazil,"23,74",CM,6,267,,1,,0,,,,,267,267,2.359550561797753,,4.044943820224719,,,
Gerson,2017/2018 - Roma,UEFA Champions League,€,17.2,CR Flamengo,Brazil,"23,74",CM,6,221,,,3.2579185520361995,8,"25,0%",,,,,,,0.40723981900452494,4.072398190045249,,,
Giovanni Reyna,2019/2020 - Borussia Dortmund,German Bundesliga,€,39.9,Borussia Dortmund,United States of America,"18,26",AM,15,344,,1,1.0465116279069768,4,"50,0%",,,,344,344,3.6627906976744184,,3.4011627906976742,,,
Gonzalo Montiel,2016/2017 - River Plate,Argentina Superliga,€,9,River Plate,Argentina,"24,12",RB,4,320,,,0.84375,3,,,,,,,1.125,,0.84375,,,
Gonzalo Montiel,2017/2018 - River Plate,Argentina Superliga,€,9,River Plate,Argentina,"24,12",RB,15,1297,,,0.6939090208172707,10,"30,0%",,,,,,0.48573631457208943,0.13878180416345412,0.6939090208172707,,,
Gonzalo Montiel,2018/2019 - River Plate,Argentina Superliga,€,9,River Plate,Argentina,"24,12",RB,12,985,,,0.6395939086294417,7,"57,1%",,3,,,,0.27411167512690354,0.27411167512690354,1.2791878172588833,,,
Gonzalo Montiel,2019/2020 - River Plate,Argentina Superliga,€,9,River Plate,Argentina,"24,12",RB,19,1695,,2,0.7433628318584071,14,"64,3%",,3,,848,848,0.9557522123893804,0.1592920353982301,0.37168141592920356,,,
Hans Vanaken,2016/2017 - Club Brugge,UEFA Champions League,€,16.6,Club Brugge,Belgium,"28,48",AM,6,364,,,0.4945054945054945,2,"50,0%",,,,,,0.7417582417582418,,0.989010989010989,,,
Hans Vanaken,2018/2019 - Club Brugge,UEFA Europa League,€,16.6,Club Brugge,Belgium,"28,48",AM,2,180,,,2,4,"25,0%",,,,,,3.5,,2.5,,,
Harry Kane,2016/2017 - Tottenham Hotspur,UEFA Europa League,€,125,Tottenham Hotspur FC,England,"27,55",FW,2,180,,,3.5,7,"14,3%",,,,,,1,,2,,,
Harry Wilson,2016/2017 - Liverpool,English Premier League,€,15.3,Cardiff City FC,Wales,"23,90",RW,0,,,,,0,,,,,,,,,,,,
Heung-min Son,2016/2017 - Tottenham Hotspur,UEFA Europa League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,2,54,,,1.6666666666666663,1,,,1,,,,3.3333333333333326,1.6666666666666663,1.6666666666666663,,,
Hirving Lozano,2019/2020 - PSV,Dutch Eredivisie,€,43.1,SSC Napoli,Mexico,"25,54",LW,1,50,,,5.4,3,"33,3%",,,,,,1.8,1.8,1.8,,,
Houssem Aouar,2016/2017 - Lyon,French Ligue 1,€,50,Olympique Lyonnais,France,"22,63",CM,2,35,,,,0,,,,,,,5.142857142857142,,2.571428571428571,,,
Houssem Aouar,2018/2019 - Lyon,UEFA Champions League,€,50,Olympique Lyonnais,France,"22,63",CM,7,630,,3,2.142857142857143,15,"20,0%",,,,210,210,2.571428571428571,0.2857142857142857,1.7142857142857142,,,
Ignacio Fernández,2016/2017 - River Plate,Argentina Superliga,€,8.3,River Plate,Argentina,"31,09",CM,26,2112,,2,1.2357954545454546,29,"31,0%",,,,1056,1056,2.940340909090909,,2.7272727272727275,,,
Ilkay Gündogan,2018/2019 - Manchester City,UEFA Champions League,€,50.9,Manchester City FC,Germany,"30,31",CM,8,590,,1,1.3728813559322035,9,"11,1%",,1,,590,590,0.9152542372881354,,0.7627118644067796,,,
Irfan Can Kahveci,2017/2018 - Istanbul Basaksehir,UEFA Europa League,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,4,294,,1,0.9183673469387755,3,"33,3%",,,,294,294,0.9183673469387755,,0.6122448979591837,,,
Jan Oblak,2016/2017 - Atlético de Madrid,Spanish La Liga,€,84,Atlético de Madrid,Slovenia,"28,11",GK,30,2650,,,,0,,,,,,,0.033962264150943396,,0.1018867924528302,,,
Jan Oblak,2016/2017 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,11,990,,,,0,,,,,,,,,,,,
Jan Oblak,2017/2018 - Atlético de Madrid,Spanish La Liga,€,84,Atlético de Madrid,Slovenia,"28,11",GK,37,3330,,,,0,,,,,,,0.08108108108108109,,0.08108108108108109,,,
Jan Oblak,2017/2018 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,6,540,,,,0,,,,,,,,,,,,
Jan Oblak,2017/2018 - Atlético de Madrid,UEFA Europa League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,6,540,,,,0,,,,,,,,,0.33333333333333337,,,
Jan Oblak,2018/2019 - Atlético de Madrid,Spanish La Liga,€,84,Atlético de Madrid,Slovenia,"28,11",GK,37,3330,,,,0,,,,,,,0.02702702702702703,,0.05405405405405406,,,
Jan Oblak,2018/2019 - Atlético de Madrid,UEFA Champions League,€,84,Atlético de Madrid,Slovenia,"28,11",GK,8,720,,,,0,,,,,,,,,0.25,,,
Jan Oblak,2019/2020 - Atlético de Madrid,Spanish La Liga,€,84,Atlético de Madrid,Slovenia,"28,11",GK,38,3396,,,,0,,,,,,,0.026501766784452294,,0.1855123674911661,,,
Jefferson Lerma,2017/2018 - Levante,Spanish La Liga,€,13.1,AFC Bournemouth,Colombia,"26,31",DM,26,2137,,1,1.1371080954609265,27,"3,7%",,1,,2137,2137,0.8001871782873187,,2.14787084698175,,,
Jesús Corona,2017/2018 - FC Porto,UEFA Champions League,€,29.7,FC Porto,Mexico,"28,11",RW,8,318,,,1.1320754716981132,4,"25,0%",,,,,,3.1132075471698113,0.2830188679245283,1.9811320754716977,,,
Jhon Lucumí,2018/2019 - KRC Genk,Belgian Jupiler Pro League,€,9.4,KRC Genk,Colombia,"22,64",CB,17,1387,,1,0.1946647440519106,3,"33,3%",,,,1387,1387,0.06488824801730353,,0.3893294881038212,,,
Jhon Lucumí,2018/2019 - KRC Genk,UEFA Europa League,€,9.4,KRC Genk,Colombia,"22,64",CB,3,270,,,,0,,,,,,,,,0.6666666666666667,,,
João Félix,2018/2019 - Benfica,UEFA Champions League,€,97.8,Atlético de Madrid,Portugal,"21,26",FW,1,77,,,1.168831168831169,1,"100,0%",,,,,,,,2.337662337662338,,,
João Pedro,2019/2020 - Watford,English Premier League,€,11.2,Watford FC,Brazil,"19,39",FW,3,22,,,4.090909090909091,1,,,,,,,12.272727272727273,,,,,
Joe Gomez,2016/2017 - Liverpool,English Premier League,€,50.2,Liverpool FC,England,"23,73",CB,0,,,,,0,,,,,,,,,,,,
Joe Gomez,2017/2018 - Liverpool,English Premier League,€,50.2,Liverpool FC,England,"23,73",CB,23,1901,,2,0.23671751709626512,5,,,1,,951,951,1.0889005786428196,0.04734350341925302,0.47343503419253025,,,
Joe Gomez,2017/2018 - Liverpool,UEFA Champions League,€,50.2,Liverpool FC,England,"23,73",CB,5,370,,,,0,,,,,,,0.972972972972973,,0.7297297297297299,,,
Joe Gomez,2018/2019 - Liverpool,English Premier League,€,50.2,Liverpool FC,England,"23,73",CB,16,1060,,,0.4245283018867924,5,"20,0%",,,,,,0.33962264150943394,,0.7641509433962264,,,
Joe Gomez,2018/2019 - Liverpool,UEFA Champions League,€,50.2,Liverpool FC,England,"23,73",CB,9,525,,,0.34285714285714286,2,,,,,,,0.5142857142857142,,1.2000000000000002,,,
Joe Gomez,2019/2020 - Liverpool,English Premier League,€,50.2,Liverpool FC,England,"23,73",CB,28,1999,,,0.04502251125562781,1,,,,,,,0.3601800900450225,,0.5852926463231616,,,
Jorginho,2016/2017 - Napoli,Italian Serie A,€,44,Chelsea FC,Italy,"29,15",DM,27,2148,,3,0.9636871508379891,23,"21,7%",,1,,716,716,0.46089385474860334,,1.089385474860335,,,
Jorginho,2016/2017 - Napoli,UEFA Champions League,€,44,Chelsea FC,Italy,"29,15",DM,4,329,,,0.2735562310030395,1,,,,,,,,,1.094224924012158,,,
Jorginho,2017/2018 - Napoli,UEFA Europa League,€,44,Chelsea FC,Italy,"29,15",DM,1,8,,,,0,,,,,,,,,11.25,,,
Jorginho,2018/2019 - Chelsea,UEFA Europa League,€,44,Chelsea FC,Italy,"29,15",DM,11,740,,,0.12162162162162163,1,,,,,,,0.7297297297297299,,1.337837837837838,,,
José Giménez,2016/2017 - Atlético de Madrid,Spanish La Liga,€,41,Atlético de Madrid,Uruguay,"26,07",CB,17,1012,,,1.1561264822134387,13,"46,2%",,1,,,,0.9782608695652174,,1.7786561264822134,,,
José Giménez,2016/2017 - Atlético de Madrid,UEFA Champions League,€,41,Atlético de Madrid,Uruguay,"26,07",CB,6,507,,,0.5325443786982249,3,"33,3%",,,,,,0.5325443786982249,,0.8875739644970414,,,
José Giménez,2017/2018 - Atlético de Madrid,UEFA Champions League,€,41,Atlético de Madrid,Uruguay,"26,07",CB,4,272,,,1.3235294117647058,4,"25,0%",,,,,,,,0.6617647058823529,,,
José Giménez,2017/2018 - Atlético de Madrid,UEFA Europa League,€,41,Atlético de Madrid,Uruguay,"26,07",CB,7,630,,,,0,,,,,,,0.42857142857142855,0.14285714285714285,0.7142857142857142,,,
José Giménez,2018/2019 - Atlético de Madrid,Spanish La Liga,€,41,Atlético de Madrid,Uruguay,"26,07",CB,21,1772,,,0.7618510158013545,15,"20,0%",,1,,,,0.3555304740406321,,0.9142212189616253,,,
José Giménez,2019/2020 - Atlético de Madrid,Spanish La Liga,€,41,Atlético de Madrid,Uruguay,"26,07",CB,21,1753,,,0.5647461494580719,11,"18,2%",,,,,,0.1540216771249287,0.10268111808328578,0.7701083856246435,,,
Joshua Kimmich,2018/2019 - FC Bayern München,UEFA Champions League,€,96.5,FC Bayern München,Germany,"26,02",DM,7,630,,2,0.5714285714285714,4,,,1,,315,315,0.2857142857142857,,2.142857142857143,,,
Jules Koundé,2018/2019 - Bordeaux,French Ligue 1,€,60,Sevilla FC,France,"22,26",CB,37,3330,,1,0.35135135135135126,13,"7,7%",,2,,3330,3330,0.35135135135135126,,0.5945945945945945,,,
Julián Álvarez,2019/2020 - River Plate,Argentina Superliga,€,10.5,River Plate,Argentina,"21,04",FW,7,388,,,2.0876288659793816,9,"33,3%",,2,,,,2.783505154639175,0.23195876288659795,0.23195876288659795,,,
Kai Havertz,2016/2017 - Bayer 04 Leverkusen,UEFA Champions League,€,90,Chelsea FC,Germany,"21,68",AM,3,80,,,,0,,,,,,,,,2.25,,,
Kaio Jorge,2018/2019 - Santos,Brazilian Serie A,€,13.5,Santos FC,Brazil,"19,06",FW,1,9,,,,0,,,,,,,,,,,,
Kaio Jorge,2019/2020 - Santos,Brazilian Serie A,€,13.5,Santos FC,Brazil,"19,06",FW,3,22,,,,0,,,,,,,,,8.181818181818182,,,
Kalidou Koulibaly,2016/2017 - Napoli,UEFA Champions League,€,45.1,SSC Napoli,Senegal,"29,65",CB,8,720,,,0.375,3,"33,3%",,,,,,0.375,,0.5,,,
Kalidou Koulibaly,2017/2018 - Napoli,UEFA Champions League,€,45.1,SSC Napoli,Senegal,"29,65",CB,5,450,,,0.2,1,,,,,,,0.2,,0.4,,,
Kalidou Koulibaly,2017/2018 - Napoli,UEFA Europa League,€,45.1,SSC Napoli,Senegal,"29,65",CB,1,90,,,,0,,,,,,,,,,,,
Kalidou Koulibaly,2018/2019 - Napoli,UEFA Champions League,€,45.1,SSC Napoli,Senegal,"29,65",CB,6,540,,,0.5,3,"33,3%",,,,,,0.5,0.33333333333333337,,,,
Kalidou Koulibaly,2018/2019 - Napoli,UEFA Europa League,€,45.1,SSC Napoli,Senegal,"29,65",CB,5,450,,,1.4,7,"28,6%",,,,,,0.2,0.2,0.2,,,
Kalidou Koulibaly,2019/2020 - Napoli,Italian Serie A,€,45.1,SSC Napoli,Senegal,"29,65",CB,25,2108,,,0.5977229601518027,14,"28,6%",,2,,,,0.4696394686907021,,0.6404174573055028,,,
Kevin De Bruyne,2018/2019 - Manchester City,UEFA Champions League,€,113.5,Manchester City FC,Belgium,"29,63",AM,4,247,,4,2.5506072874493926,7,"57,1%",,,,62,62,1.45748987854251,,1.8218623481781377,,,
Kingsley Coman,2016/2017 - FC Bayern München,UEFA Champions League,€,65.9,FC Bayern München,France,"24,67",LW,2,35,,,,0,,,,,,,5.142857142857142,,,,,
Koke,2016/2017 - Atlético de Madrid,UEFA Champions League,€,48.9,Atlético de Madrid,Spain,"29,10",CM,12,1044,,1,1.293103448275862,15,"20,0%",,,,1044,1044,0.9482758620689655,,1.379310344827586,,,
Koke,2017/2018 - Atlético de Madrid,UEFA Champions League,€,48.9,Atlético de Madrid,Spain,"29,10",CM,4,333,,,1.6216216216216217,6,"83,3%",,1,,,,0.2702702702702703,,0.5405405405405406,,,
Kurt Zouma,2016/2017 - Chelsea,English Premier League,€,48.2,Chelsea FC,France,"26,30",CB,9,246,,1,0.3658536585365854,1,,,,,246,246,1.8292682926829267,,0.7317073170731708,,,
Kurt Zouma,2019/2020 - Chelsea,English Premier League,€,48.2,Chelsea FC,France,"26,30",CB,28,2343,,,0.5761843790012804,15,"33,3%",,2,,,,0.3072983354673496,0.0384122919334187,0.5377720870678617,,,
Kylian Mbappé,2017/2018 - Monaco,French Ligue 1,€,185,Paris Saint-Germain FC,France,"22,15",LW,1,75,,,3.6,3,"66,7%",,,,,,4.800000000000001,2.4000000000000004,1.2000000000000002,,,
Lautaro Martínez,2018/2019 - Internazionale,UEFA Champions League,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,3,53,,,6.792452830188678,4,"25,0%",,1,,,,3.396226415094339,,3.396226415094339,,,
Leon Goretzka,2018/2019 - FC Bayern München,UEFA Champions League,€,59.3,FC Bayern München,Germany,"26,03",CM,6,326,,,1.9325153374233128,7,"42,9%",,,,,,0.5521472392638037,,1.9325153374233128,,,
Leroy Sané,2017/2018 - Manchester City,UEFA Champions League,€,75.8,FC Bayern München,Germany,"25,10",LW,9,652,,2,2.208588957055215,16,"18,8%",,1,,326,326,4.141104294478527,1.51840490797546,0.8282208588957057,,,
Leroy Sané,2019/2020 - Manchester City,English Premier League,€,75.8,FC Bayern München,Germany,"25,10",LW,1,11,,,16.363636363636363,2,,,,,,,,,,,,
Lorenzo Pellegrini,2017/2018 - Roma,UEFA Champions League,€,40,AS Roma,Italy,"24,66",CM,8,296,,1,1.5202702702702704,5,"20,0%",,,,296,296,0.30405405405405406,,1.5202702702702704,,,
Lucas Hernández,2016/2017 - Atlético de Madrid,Spanish La Liga,€,41.5,FC Bayern München,France,"25,00",LB,15,1253,,,0.07182761372705507,1,,,,,,,0.28731045490822027,,1.4365522745411012,,,
Lucas Hernández,2016/2017 - Atlético de Madrid,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,4,305,,,,0,,,,,,,0.5901639344262295,,3.2459016393442623,,,
Lucas Hernández,2017/2018 - Atlético de Madrid,Spanish La Liga,€,41.5,FC Bayern München,France,"25,00",LB,27,2116,,1,0.29773156899810965,7,"14,3%",,,,2116,2116,1.275992438563327,0.17013232514177695,1.9565217391304348,,,
Lucas Hernández,2017/2018 - Atlético de Madrid,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,3,270,,,,0,,,,,,,,,1.6666666666666665,,,
Lucas Hernández,2017/2018 - Atlético de Madrid,UEFA Europa League,€,41.5,FC Bayern München,France,"25,00",LB,8,613,,1,0.44045676998368677,3,,,,,613,613,0.5872756933115824,,1.3213703099510603,,,
Lucas Hernández,2018/2019 - Atlético de Madrid,UEFA Champions League,€,41.5,FC Bayern München,France,"25,00",LB,5,450,,,,0,,,,,,,0.2,,1,,,
Lucas Hernández,2019/2020 - FC Bayern München,German Bundesliga,€,41.5,FC Bayern München,France,"25,00",LB,19,914,,1,0.29540481400437635,3,"33,3%",,1,,914,914,0.787746170678337,,2.166301969365427,,,
Lucas Ocampos,2016/2017 - Milan,Italian Serie A,€,52,Sevilla FC,Argentina,"26,60",RW,12,533,,1,3.0393996247654784,18,"22,2%",,,,533,533,3.8836772983114445,0.16885553470919323,2.3639774859287055,,,
Lukas Klostermann,2016/2017 - RB Leipzig,German Bundesliga,€,40,RB Leipzig,Germany,"24,70",CB,1,90,,,1,1,,,,,,,,,,,,
Lukas Klostermann,2017/2018 - RB Leipzig,UEFA Champions League,€,40,RB Leipzig,Germany,"24,70",CB,6,463,,,0.5831533477321814,3,,,,,,,0.38876889848812096,0.38876889848812096,,,,
Lukas Klostermann,2017/2018 - RB Leipzig,UEFA Europa League,€,40,RB Leipzig,Germany,"24,70",CB,5,450,,,0.2,1,,,,,,,0.4,,0.2,,,
Lukas Klostermann,2018/2019 - RB Leipzig,UEFA Europa League,€,40,RB Leipzig,Germany,"24,70",CB,4,145,,,1.8620689655172413,3,,,,,,,1.2413793103448276,,1.2413793103448276,,,
Marc-André ter Stegen,2016/2017 - Barcelona,Spanish La Liga,€,75,FC Barcelona,Germany,"28,79",GK,36,3240,,,,0,,,,,,,0.027777777777777776,,0.1111111111111111,,,
Marc-André ter Stegen,2016/2017 - Barcelona,UEFA Champions League,€,75,FC Barcelona,Germany,"28,79",GK,9,810,,,,0,,,,,,,,,0.1111111111111111,,,
Marc-André ter Stegen,2017/2018 - Barcelona,Spanish La Liga,€,75,FC Barcelona,Germany,"28,79",GK,37,3330,,,,0,,,,,,,0.02702702702702703,,0.02702702702702703,,,
Marc-André ter Stegen,2017/2018 - Barcelona,UEFA Champions League,€,75,FC Barcelona,Germany,"28,79",GK,9,810,,,,0,,,,,,,,,,,,
Marc-André ter Stegen,2018/2019 - Barcelona,Spanish La Liga,€,75,FC Barcelona,Germany,"28,79",GK,35,3150,,,,0,,,,,,,0.02857142857142857,,0.05714285714285714,,,
Marc-André ter Stegen,2018/2019 - Barcelona,UEFA Champions League,€,75,FC Barcelona,Germany,"28,79",GK,11,990,,,,0,,,,,,,,,0.18181818181818182,,,
Marc-André ter Stegen,2019/2020 - Barcelona,Spanish La Liga,€,75,FC Barcelona,Germany,"28,79",GK,36,3240,,2,,0,,,,,1620,1620,,,0.05555555555555555,,,
Marcel Sabitzer,2017/2018 - RB Leipzig,UEFA Champions League,€,41.3,RB Leipzig,Austria,"26,91",RW,5,395,,2,2.7341772151898733,12,"33,3%",,,,198,198,0.9113924050632911,0.22784810126582278,1.5949367088607596,,,
Marcel Sabitzer,2017/2018 - RB Leipzig,UEFA Europa League,€,41.3,RB Leipzig,Austria,"26,91",RW,5,261,,,1.7241379310344827,5,,,,,,,1.379310344827586,0.689655172413793,1.0344827586206897,,,
Marcel Sabitzer,2018/2019 - RB Leipzig,UEFA Europa League,€,41.3,RB Leipzig,Austria,"26,91",RW,5,272,,1,2.6470588235294117,8,"50,0%",,,,272,272,,0.33088235294117646,0.6617647058823529,,,
Marcos Llorente,2016/2017 - Alavés,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,32,2805,,2,0.44919786096256686,14,"7,1%",,,,1403,1403,0.8663101604278075,,1.0909090909090908,,,
Marcos Llorente,2017/2018 - Real Madrid,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,13,540,,,1,6,,,,,,,1.1666666666666667,,0.6666666666666667,,,
Marcos Llorente,2017/2018 - Real Madrid,UEFA Champions League,€,41.1,Atlético de Madrid,Spain,"26,04",FW,1,21,,,4.285714285714286,1,,,,,,,,,,,,
Marcos Llorente,2018/2019 - Real Madrid,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,7,540,,,0.16666666666666669,1,"100,0%",,,,,,1.1666666666666667,0.16666666666666669,1.1666666666666667,,,
Marcos Llorente,2018/2019 - Real Madrid,UEFA Champions League,€,41.1,Atlético de Madrid,Spain,"26,04",FW,2,148,,,1.2162162162162162,2,,,,,,,1.2162162162162162,,1.8243243243243243,,,
Marquinhos,2016/2017 - Paris Saint-Germain,UEFA Champions League,€,58.6,Paris Saint-Germain FC,Brazil,"26,75",CB,8,720,,,0.625,5,,,1,,,,,0.125,1,,,
Marquinhos,2017/2018 - Paris Saint-Germain,French Ligue 1,€,58.6,Paris Saint-Germain FC,Brazil,"26,75",CB,26,2264,,2,0.5962897526501767,15,,,1,,1132,1132,0.07950530035335689,,0.31802120141342755,,,
Marquinhos,2017/2018 - Paris Saint-Germain,UEFA Champions League,€,58.6,Paris Saint-Germain FC,Brazil,"26,75",CB,8,720,,1,0.25,2,,,,,720,720,,0.125,0.375,,,
Mason Greenwood,2018/2019 - Manchester United,English Premier League,€,57.6,Manchester United FC,England,"19,37",RW,3,115,,,5.478260869565218,7,"57,1%",,2,,,,2.347826086956522,1.565217391304348,0.782608695652174,,,
Mason Greenwood,2018/2019 - Manchester United,UEFA Champions League,€,57.6,Manchester United FC,England,"19,37",RW,1,3,,,,0,,,,,,,,,,,,
Mason Mount,2017/2018 - Vitesse,UEFA Europa League,€,66,Chelsea FC,England,"22,10",AM,6,367,,1,3.678474114441417,15,"20,0%",,,,367,367,2.9427792915531334,0.2452316076294278,0.4904632152588556,,,
Mateo Kovacic,2017/2018 - Real Madrid,Spanish La Liga,€,48.1,Chelsea FC,Croatia,"26,78",CM,21,988,,1,0.8198380566801619,9,"22,2%",,,,988,988,3.188259109311741,,1.8218623481781377,,,
Mateo Kovacic,2017/2018 - Real Madrid,UEFA Champions League,€,48.1,Chelsea FC,Croatia,"26,78",CM,7,257,,1,0.35019455252918286,1,,,,,257,257,2.1011673151750974,,0.7003891050583657,,,
