Player,Season - Club played for,Competition name,Value currency (millions),Market value,Current club,Player nationality,Player age,Position,games_appearances,mins_played,FOULS per 90 mins weighted by mins_played per _Season - Club - Competition,fouls,was_fouled,Foul committed / Was fouled ratio weighted by was_fouled per _Season - Club - Competition,yellow_card,red_card
Éverton,2016/2017 - Grêmio,Brazilian Serie A,€,31.5,SL Benfica,Brazil,"24,90",LW,27,1749,1.3893653516295026,27,33,0.8181818181818182,2,0
Fabián Ruiz,2018/2019 - Napoli,Italian Serie A,€,55,SSC Napoli,Spain,"24,87",CM,27,1990,0.4974874371859297,11,22,0.5,2,1
Fabián Ruiz,2019/2020 - Napoli,Italian Serie A,€,55,SSC Napoli,Spain,"24,87",CM,33,2689,0.7028635180364448,21,27,0.7777777777777778,2,
Fabinho,2017/2018 - Monaco,UEFA Champions League,€,51,Liverpool FC,Brazil,"27,31",DM,5,450,2,10,13,0.7692307692307693,2,0
Federico Valverde,2019/2020 - Real Madrid,UEFA Champions League,€,63.8,Real Madrid CF,Uruguay,"22,56",CM,6,348,1.5517241379310345,6,3,2,2,0
Ferland Mendy,2018/2019 - Lyon,French Ligue 1,€,46.4,Real Madrid CF,France,"25,69",LB,30,2529,0.99644128113879,28,44,0.6363636363636364,2,
Frenkie de Jong,2017/2018 - Ajax,Dutch Eredivisie,€,92.2,FC Barcelona,Netherlands,"23,76",CM,21,1514,0.6538969616908851,11,22,0.5,2,0
Frenkie de Jong,2018/2019 - Ajax,UEFA Champions League,€,92.2,FC Barcelona,Netherlands,"23,76",CM,11,986,0.7302231237322515,8,16,0.5,2,
Gabriel Barbosa,2020/2021 - Flamengo,Brazilian Serie A,€,27.7,CR Flamengo,Brazil,"24,46",FW,11,827,0.3264812575574365,3,13,0.23076923076923078,2,0
Gabriel Jesus,2016/2017 - Manchester City,English Premier League,€,73.1,Manchester City FC,Brazil,"23,87",FW,10,650,1.523076923076923,11,17,0.6470588235294118,2,0
Gabriel Jesus,2017/2018 - Manchester City,UEFA Champions League,€,73.1,Manchester City FC,Brazil,"23,87",FW,9,618,1.3106796116504855,9,9,1,2,0
Gedson Fernandes,2018/2019 - Benfica,Portuguese Primeira Liga,€,9.3,Tottenham Hotspur FC,Portugal,"22,10",CM,22,1044,2.1551724137931036,25,42,0.5952380952380952,2,
Gerard Moreno,2018/2019 - Villarreal,UEFA Europa League,€,40.6,Villarreal CF,Spain,"28,86",FW,11,711,1.6455696202531647,13,14,0.9285714285714286,2,
Giorgian de Arrascaeta,2017/2018 - Cruzeiro,Brazilian Serie A,€,19.1,CR Flamengo,Uruguay,"26,71",AM,16,1075,1.6744186046511627,20,31,0.6451612903225806,2,0
Giovanni Reyna,2019/2020 - Borussia Dortmund,German Bundesliga,€,39.9,Borussia Dortmund,United States of America,"18,26",AM,15,344,1.0465116279069768,4,13,0.3076923076923077,2,
Hakim Ziyech,2016/2017 - Ajax,Dutch Eredivisie,€,52.1,Chelsea FC,Morocco,"27,91",RW,28,2402,1.1990008326394672,32,51,0.6274509803921569,2,0
Hakim Ziyech,2018/2019 - Ajax,Dutch Eredivisie,€,52.1,Chelsea FC,Morocco,"27,91",RW,29,2412,1.2686567164179106,34,42,0.8095238095238095,2,
Hakim Ziyech,2020/2021 - Chelsea,UEFA Champions League,€,52.1,Chelsea FC,Morocco,"27,91",RW,5,221,0.8144796380090499,2,3,0.6666666666666666,2,0
Hans Vanaken,2018/2019 - Club Brugge,UEFA Europa League,€,16.6,Club Brugge,Belgium,"28,48",AM,2,180,1,2,5,0.4,2,
Harry Maguire,2019/2020 - Manchester United,UEFA Europa League,€,59.2,Manchester United FC,England,"27,95",CB,9,818,1.5403422982885087,14,8,1.75,2,0
Harry Maguire,2020/2021 - Manchester United,English Premier League,€,59.2,Manchester United FC,England,"27,95",CB,10,900,1.2000000000000002,12,7,1.7142857142857142,2,0
Harry Maguire,2020/2021 - Manchester United,UEFA Champions League,€,59.2,Manchester United FC,England,"27,95",CB,5,450,1.4,7,2,3.5,2,0
Harry Wilson,2019/2020 - Bournemouth,English Premier League,€,15.3,Cardiff City FC,Wales,"23,90",RW,31,1651,0.6541490006056935,12,41,0.2926829268292683,2,
Heung-min Son,2016/2017 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,34,2068,0.3916827852998066,9,32,0.28125,2,0
Heung-min Son,2018/2019 - Tottenham Hotspur,English Premier League,€,80.5,Tottenham Hotspur FC,South Korea,"28,60",LW,31,2045,0.5281173594132029,12,19,0.631578947368421,2,1
Hirving Lozano,2020/2021 - Napoli,UEFA Europa League,€,43.1,SSC Napoli,Mexico,"25,54",LW,6,273,2.967032967032967,9,7,1.2857142857142858,2,0
Houssem Aouar,2018/2019 - Lyon,French Ligue 1,€,50,Olympique Lyonnais,France,"22,63",CM,37,3068,0.8800521512385919,30,53,0.5660377358490566,2,
Ignacio Fernández,2016/2017 - River Plate,Argentina Superliga,€,8.3,River Plate,Argentina,"31,09",CM,26,2112,0.8522727272727273,20,64,0.3125,2,0
Ignacio Fernández,2017/2018 - River Plate,Argentina Superliga,€,8.3,River Plate,Argentina,"31,09",CM,21,1241,1.087832393231265,15,46,0.32608695652173914,2,1
Ilkay Gündogan,2017/2018 - Manchester City,UEFA Champions League,€,50.9,Manchester City FC,Germany,"30,31",CM,9,503,0.536779324055666,3,11,0.2727272727272727,2,0
Irfan Can Kahveci,2019/2020 - Istanbul Basaksehir,UEFA Europa League,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,9,779,1.5019255455712452,13,11,1.1818181818181819,2,0
Ismaïla Sarr,2016/2017 - Metz,French Ligue 1,€,23.9,Watford FC,Senegal,"22,97",RW,31,1939,1.2068076328004125,26,55,0.4727272727272727,2,0
Ismaïla Sarr,2017/2018 - Rennes,French Ligue 1,€,23.9,Watford FC,Senegal,"22,97",RW,24,1864,1.0139484978540774,21,64,0.328125,2,0
Ivan Toney,2020/2021 - Brentford,English Football League - Championship,€,14.2,Brentford FC,England,"24,91",FW,17,1458,1.9753086419753085,32,30,1.0666666666666667,2,0
Jack Grealish,2020/2021 - Aston Villa,English Premier League,€,71.2,Aston Villa FC,England,"25,43",AM,9,810,1.8888888888888888,17,40,0.425,2,0
Jadon Sancho,2018/2019 - Borussia Dortmund,German Bundesliga,€,117.6,Borussia Dortmund,England,"20,89",RW,34,2459,0.18300122000813338,5,37,0.13513513513513514,2,
Jadon Sancho,2019/2020 - Borussia Dortmund,German Bundesliga,€,117.6,Borussia Dortmund,England,"20,89",RW,32,2291,0.35355739851593193,9,17,0.5294117647058824,2,
James Maddison,2020/2021 - Leicester City,English Premier League,€,58.9,Leicester City FC,England,"24,23",AM,10,539,0.8348794063079777,5,25,0.2,2,0
Jesús Corona,2019/2020 - FC Porto,UEFA Europa League,€,29.7,FC Porto,Mexico,"28,11",RW,7,624,0.721153846153846,5,14,0.35714285714285715,2,0
Jesús Corona,2020/2021 - FC Porto,Portuguese Primeira Liga,€,29.7,FC Porto,Mexico,"28,11",RW,9,715,2.3916083916083917,19,13,1.4615384615384615,2,0
João Félix,2018/2019 - Benfica,Portuguese Primeira Liga,€,97.8,Atlético de Madrid,Portugal,"21,26",FW,26,1733,1.3502596653202539,26,51,0.5098039215686274,2,
João Félix,2018/2019 - Benfica,UEFA Europa League,€,97.8,Atlético de Madrid,Portugal,"21,26",FW,6,494,2.5506072874493926,14,17,0.8235294117647058,2,
João Félix,2020/2021 - Atlético de Madrid,Spanish La Liga,€,97.8,Atlético de Madrid,Portugal,"21,26",FW,10,647,0.6955177743431221,5,17,0.29411764705882354,2,0
João Pedro,2020/2021 - Watford,English Football League - Championship,€,11.2,Watford FC,Brazil,"19,39",FW,16,1173,1.4578005115089514,19,14,1.3571428571428572,2,0
Joe Gomez,2018/2019 - Liverpool,English Premier League,€,50.2,Liverpool FC,England,"23,73",CB,16,1060,1.0188679245283019,12,9,1.3333333333333333,2,
Joe Gomez,2019/2020 - Liverpool,UEFA Champions League,€,50.2,Liverpool FC,England,"23,73",CB,7,511,2.6418786692759295,15,9,1.6666666666666667,2,0
Jorginho,2020/2021 - Chelsea,UEFA Champions League,€,44,Chelsea FC,Italy,"29,15",DM,6,491,0.9164969450101833,5,4,1.25,2,0
José Giménez,2016/2017 - Atlético de Madrid,UEFA Champions League,€,41,Atlético de Madrid,Uruguay,"26,07",CB,6,507,1.0650887573964498,6,5,1.2,2,0
José Giménez,2019/2020 - Atlético de Madrid,Spanish La Liga,€,41,Atlético de Madrid,Uruguay,"26,07",CB,21,1753,0.7187678265830006,14,15,0.9333333333333333,2,
Joshua Kimmich,2017/2018 - FC Bayern München,UEFA Champions League,€,96.5,FC Bayern München,Germany,"26,02",DM,11,897,0.6020066889632107,6,7,0.8571428571428571,2,0
Jules Koundé,2020/2021 - Sevilla,Spanish La Liga,€,60,Sevilla FC,France,"22,26",CB,7,630,1.1428571428571428,8,6,1.3333333333333333,2,0
Kai Havertz,2016/2017 - Bayer 04 Leverkusen,German Bundesliga,€,90,Chelsea FC,Germany,"21,68",AM,24,1449,2.049689440993789,33,19,1.736842105263158,2,0
Kai Havertz,2018/2019 - Bayer 04 Leverkusen,German Bundesliga,€,90,Chelsea FC,Germany,"21,68",AM,34,2900,0.7448275862068966,24,52,0.46153846153846156,2,
Kalidou Koulibaly,2016/2017 - Napoli,UEFA Champions League,€,45.1,SSC Napoli,Senegal,"29,65",CB,8,720,1.6249999999999998,13,4,3.25,2,0
Kalidou Koulibaly,2018/2019 - Napoli,UEFA Champions League,€,45.1,SSC Napoli,Senegal,"29,65",CB,6,540,1.1666666666666667,7,,,2,
Kalidou Koulibaly,2019/2020 - Napoli,UEFA Champions League,€,45.1,SSC Napoli,Senegal,"29,65",CB,7,630,1.1428571428571428,8,5,1.6,2,0
Kalidou Koulibaly,2020/2021 - Napoli,UEFA Europa League,€,45.1,SSC Napoli,Senegal,"29,65",CB,6,540,1,6,1,6,2,0
Kevin De Bruyne,2017/2018 - Manchester City,English Premier League,€,113.5,Manchester City FC,Belgium,"29,63",AM,37,3083,0.8757703535517353,30,33,0.9090909090909091,2,0
Kevin De Bruyne,2018/2019 - Manchester City,English Premier League,€,113.5,Manchester City FC,Belgium,"29,63",AM,19,974,0.9240246406570841,10,15,0.6666666666666666,2,
Kingsley Coman,2018/2019 - FC Bayern München,German Bundesliga,€,65.9,FC Bayern München,France,"24,67",LW,21,1388,1.1023054755043227,17,41,0.4146341463414634,2,
Kingsley Coman,2019/2020 - FC Bayern München,German Bundesliga,€,65.9,FC Bayern München,France,"24,67",LW,24,1507,0.656934306569343,11,34,0.3235294117647059,2,
Koke,2016/2017 - Atlético de Madrid,UEFA Champions League,€,48.9,Atlético de Madrid,Spain,"29,10",CM,12,1044,0.9482758620689655,11,16,0.6875,2,0
Kurt Zouma,2019/2020 - Chelsea,UEFA Champions League,€,48.2,Chelsea FC,France,"26,30",CB,7,613,1.3213703099510603,9,4,2.25,2,0
Kylian Mbappé,2016/2017 - Monaco,French Ligue 1,€,185,Paris Saint-Germain FC,France,"22,15",LW,29,1500,0.54,9,22,0.4090909090909091,2,0
Kylian Mbappé,2017/2018 - Paris Saint-Germain,French Ligue 1,€,185,Paris Saint-Germain FC,France,"22,15",LW,27,2097,0.42918454935622313,10,37,0.2702702702702703,2,0
Lautaro Martínez,2018/2019 - Internazionale,UEFA Europa League,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,3,246,2.1951219512195124,6,8,0.75,2,
Lautaro Martínez,2019/2020 - Internazionale,UEFA Champions League,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,6,521,1.2092130518234165,7,15,0.4666666666666667,2,0
Lautaro Martínez,2020/2021 - Internazionale,Italian Serie A,€,83.9,FC Internazionale Milano,Argentina,"23,48",FW,10,644,2.2360248447204967,16,8,2,2,0
Leon Goretzka,2016/2017 - FC Schalke 04,German Bundesliga,€,59.3,FC Bayern München,Germany,"26,03",CM,30,2567,1.4024152707440591,40,54,0.7407407407407407,2,0
Leon Goretzka,2016/2017 - FC Schalke 04,UEFA Europa League,€,59.3,FC Bayern München,Germany,"26,03",CM,9,666,1.0810810810810811,8,12,0.6666666666666666,2,0
Leon Goretzka,2019/2020 - FC Bayern München,German Bundesliga,€,59.3,FC Bayern München,Germany,"26,03",CM,24,1513,1.4871116986120292,25,24,1.0416666666666667,2,
Lionel Messi,2017/2018 - Barcelona,UEFA Champions League,€,74.5,FC Barcelona,Argentina,"33,64",RW,10,783,0.3448275862068966,3,19,0.15789473684210525,2,0
Lionel Messi,2019/2020 - Barcelona,UEFA Champions League,€,74.5,FC Barcelona,Argentina,"33,64",RW,8,661,0.8169440242057489,6,19,0.3157894736842105,2,0
Lorenzo Pellegrini,2017/2018 - Roma,Italian Serie A,€,40,AS Roma,Italy,"24,66",CM,28,1810,1.292817679558011,26,32,0.8125,2,1
Lucas Hernández,2016/2017 - Atlético de Madrid,Spanish La Liga,€,41.5,FC Bayern München,France,"25,00",LB,15,1253,1.005586592178771,14,20,0.7,2,0
Lucas Ocampos,2016/2017 - Genoa,Italian Serie A,€,52,Sevilla FC,Argentina,"26,60",RW,14,849,1.2720848056537102,12,18,0.6666666666666666,2,0
Lucas Ocampos,2017/2018 - Marseille,UEFA Europa League,€,52,Sevilla FC,Argentina,"26,60",RW,13,964,1.6804979253112033,18,31,0.5806451612903226,2,0
Lukas Klostermann,2017/2018 - RB Leipzig,German Bundesliga,€,40,RB Leipzig,Germany,"24,70",CB,26,2192,0.5337591240875912,13,16,0.8125,2,0
Marcel Sabitzer,2019/2020 - RB Leipzig,UEFA Champions League,€,41.3,RB Leipzig,Austria,"26,91",RW,9,806,1.228287841191067,11,8,1.375,2,0
Marcel Sabitzer,2020/2021 - RB Leipzig,UEFA Champions League,€,41.3,RB Leipzig,Austria,"26,91",RW,5,386,2.5647668393782386,11,4,2.75,2,0
Marcos Llorente,2020/2021 - Atlético de Madrid,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,10,568,1.9014084507042253,12,6,2,2,0
Marcus Thuram,2017/2018 - Guingamp,French Ligue 1,€,41.5,Borussia VfL Mönchengladbach,France,"23,53",LW,32,1926,2.102803738317757,45,39,1.1538461538461537,2,0
Marquinhos,2016/2017 - Paris Saint-Germain,UEFA Champions League,€,58.6,Paris Saint-Germain FC,Brazil,"26,75",CB,8,720,0.75,6,8,0.75,2,0
Marquinhos,2018/2019 - Paris Saint-Germain,French Ligue 1,€,58.6,Paris Saint-Germain FC,Brazil,"26,75",CB,30,2694,0.9688195991091314,29,10,2.9,2,1
Marquinhos,2018/2019 - Paris Saint-Germain,UEFA Champions League,€,58.6,Paris Saint-Germain FC,Brazil,"26,75",CB,7,630,1.1428571428571428,8,2,4,2,
Martin Ødegaard,2018/2019 - Vitesse,Dutch Eredivisie,€,50,Real Madrid CF,Norway,"22,16",AM,35,2973,0.8779011099899092,29,52,0.5576923076923077,2,
Mason Mount,2020/2021 - Chelsea,UEFA Champions League,€,66,Chelsea FC,England,"22,10",AM,5,262,2.404580152671756,7,1,7,2,0
Mateo Kovacic,2016/2017 - Real Madrid,Spanish La Liga,€,48.1,Chelsea FC,Croatia,"26,78",CM,27,1688,0.9063981042654028,17,37,0.4594594594594595,2,0
Mateo Kovacic,2017/2018 - Real Madrid,Spanish La Liga,€,48.1,Chelsea FC,Croatia,"26,78",CM,21,988,0.9109311740890689,10,20,0.5,2,0
Mateo Kovacic,2017/2018 - Real Madrid,UEFA Champions League,€,48.1,Chelsea FC,Croatia,"26,78",CM,7,257,2.4513618677042803,7,2,3.5,2,0
Mateo Kovacic,2020/2021 - Chelsea,UEFA Champions League,€,48.1,Chelsea FC,Croatia,"26,78",CM,6,341,1.847507331378299,7,6,1.1666666666666667,2,0
Matthijs de Ligt,2016/2017 - Ajax,UEFA Europa League,€,88.5,Juventus FC,Netherlands,"21,51",CB,9,795,2.0377358490566038,18,13,1.3846153846153846,2,0
Matthijs de Ligt,2018/2019 - Ajax,UEFA Champions League,€,88.5,Juventus FC,Netherlands,"21,51",CB,11,990,0.9090909090909092,10,5,2,2,
Mauro Icardi,2017/2018 - Internazionale,Italian Serie A,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,34,2968,0.48517520215633425,16,24,0.6666666666666666,2,0
Mbwana Samatta,2017/2018 - KRC Genk,Belgian Jupiler Pro League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,30,1827,1.5270935960591132,31,31,1,2,0
Mbwana Samatta,2018/2019 - KRC Genk,UEFA Europa League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,7,606,0.7425742574257425,5,12,0.4166666666666667,2,
Mbwana Samatta,2019/2020 - KRC Genk,UEFA Champions League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,6,513,1.0526315789473684,6,12,0.5,2,0
Mikel Merino,2020/2021 - Real Sociedad,Spanish La Liga,€,48,Real Sociedad de Fútbol,Spain,"24,65",CM,11,876,3.595890410958904,35,17,2.0588235294117645,2,0
Mikel Merino,2020/2021 - Real Sociedad,UEFA Europa League,€,48,Real Sociedad de Fútbol,Spain,"24,65",CM,6,515,1.7475728155339805,10,15,0.6666666666666666,2,0
Mikel Oyarzabal,2018/2019 - Real Sociedad,Spanish La Liga,€,65,Real Sociedad de Fútbol,Spain,"23,82",LW,37,3159,0.9116809116809117,32,38,0.8421052631578947,2,
Milan Skriniar,2017/2018 - Internazionale,Italian Serie A,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,38,3420,1.0526315789473684,40,29,1.3793103448275863,2,0
Mohamed Salah,2016/2017 - Roma,Italian Serie A,€,115,Liverpool FC,Egypt,"28,67",RW,31,2485,1.0140845070422535,28,26,1.0769230769230769,2,0
Moussa Diaby,2020/2021 - Bayer 04 Leverkusen,German Bundesliga,€,59.6,Bayer 04 Leverkusen,France,"21,61",LW,10,879,0.9215017064846417,9,6,1.5,2,0
Nacer Chadli,2016/2017 - West Bromwich Albion,English Premier League,€,8.2,Istanbul Basaksehir FK,Belgium,"31,54",LW,31,2147,0.712622263623661,17,15,1.1333333333333333,2,0
Nacer Chadli,2019/2020 - RSC Anderlecht,Belgian Jupiler Pro League,€,8.2,Istanbul Basaksehir FK,Belgium,"31,54",LW,17,1262,1.4263074484944533,20,18,1.1111111111111112,2,
Neymar,2017/2018 - Paris Saint-Germain,UEFA Champions League,€,115,Paris Saint-Germain FC,Brazil,"29,03",LW,7,630,1.1428571428571428,8,28,0.2857142857142857,2,0
Neymar,2018/2019 - Paris Saint-Germain,French Ligue 1,€,115,Paris Saint-Germain FC,Brazil,"29,03",LW,17,1441,0.7494795281054824,12,58,0.20689655172413793,2,
Neymar,2018/2019 - Paris Saint-Germain,UEFA Champions League,€,115,Paris Saint-Germain FC,Brazil,"29,03",LW,6,532,0.6766917293233082,4,34,0.11764705882352941,2,
Neymar,2019/2020 - Paris Saint-Germain,French Ligue 1,€,115,Paris Saint-Germain FC,Brazil,"29,03",LW,15,1320,0.9545454545454546,14,62,0.22580645161290322,2,1
Neymar,2020/2021 - Paris Saint-Germain,UEFA Champions League,€,115,Paris Saint-Germain FC,Brazil,"29,03",LW,5,385,1.168831168831169,5,24,0.20833333333333334,2,0
Nicolas Pépé,2016/2017 - Angers,French Ligue 1,€,55.7,Arsenal FC,Ivory Coast,"25,71",RW,33,1309,1.5813598166539342,23,28,0.8214285714285714,2,0
Nicolò Barella,2019/2020 - Internazionale,UEFA Champions League,€,60.5,FC Internazionale Milano,Italy,"24,02",CM,4,289,2.491349480968858,8,13,0.6153846153846154,2,0
Nicolò Barella,2019/2020 - Internazionale,UEFA Europa League,€,60.5,FC Internazionale Milano,Italy,"24,02",CM,6,423,2.3404255319148937,11,7,1.5714285714285714,2,0
Nicolò Barella,2020/2021 - Internazionale,Italian Serie A,€,60.5,FC Internazionale Milano,Italy,"24,02",CM,10,687,1.834061135371179,14,14,1,2,0
Nicolò Barella,2020/2021 - Internazionale,UEFA Champions League,€,60.5,FC Internazionale Milano,Italy,"24,02",CM,6,528,1.534090909090909,9,10,0.9,2,0
Ousmane Dembélé,2017/2018 - Barcelona,Spanish La Liga,€,43.4,FC Barcelona,France,"23,75",RW,17,930,0.967741935483871,10,18,0.5555555555555556,2,0
Ozan Tufan,2018/2019 - Alanyaspor,Turkish Super Lig,€,9.4,Fenerbahce SK,Turkey,"25,90",CM,17,1265,1.920948616600791,27,22,1.2272727272727273,2,
Paul Pogba,2016/2017 - Manchester United,UEFA Europa League,€,49.6,Manchester United FC,France,"27,92",CM,15,1263,1.852731591448931,26,21,1.2380952380952381,2,0
Paulo Dybala,2016/2017 - Juventus,Italian Serie A,€,61.6,Juventus FC,Argentina,"27,25",FW,31,2153,0.9196470041802136,22,52,0.4230769230769231,2,0
Paulo Dybala,2018/2019 - Juventus,Italian Serie A,€,61.6,Juventus FC,Argentina,"27,25",FW,30,2137,0.7580720636406177,18,66,0.2727272727272727,2,
Pedrinho,2018/2019 - Corinthians,Brazilian Serie A,€,20.1,SL Benfica,Brazil,"22,84",RW,35,2397,1.1264080100125156,30,57,0.5263157894736842,2,
Pedro Gonçalves,2020/2021 - Sporting CP,Portuguese Primeira Liga,€,21.9,Sporting Clube de Portugal,Portugal,"22,63",CM,8,683,1.7130307467057102,13,10,1.3,2,1
Pedro Guilherme Abreu dos Santos,2017/2018 - Fluminense,Brazilian Serie A,€,15.2,CR Flamengo,Brazil,"23,65",FW,15,550,2.4545454545454546,15,15,1,2,0
Philippe Coutinho,2016/2017 - Liverpool,English Premier League,€,47.7,FC Barcelona,Brazil,"28,68",AM,31,2243,0.7222469906375389,18,36,0.5,2,0
Philippe Coutinho,2018/2019 - Barcelona,Spanish La Liga,€,47.7,FC Barcelona,Brazil,"28,68",AM,34,2022,0.8456973293768546,19,45,0.4222222222222222,2,
Pierre-Emerick Aubameyang,2020/2021 - Arsenal,English Premier League,€,39.5,Arsenal FC,Gabon,"31,66",FW,11,987,0.6382978723404256,7,8,0.875,2,0
Pierre-Emile Höjbjerg,2016/2017 - Southampton,English Premier League,€,46.3,Tottenham Hotspur FC,Denmark,"25,53",DM,22,1299,1.3163972286374133,19,30,0.6333333333333333,2,0
Piotr Zielinski,2019/2020 - Napoli,UEFA Champions League,€,40.5,SSC Napoli,Poland,"26,74",CM,7,521,0.345489443378119,2,9,0.2222222222222222,2,0
Raphaël Varane,2017/2018 - Real Madrid,Spanish La Liga,€,69.4,Real Madrid CF,France,"27,81",CB,27,2323,0.7361170899698666,19,12,1.5833333333333333,2,0
Raphaël Varane,2019/2020 - Real Madrid,Spanish La Liga,€,69.4,Real Madrid CF,France,"27,81",CB,32,2823,0.7013815090329436,22,12,1.8333333333333333,2,
Reece James,2020/2021 - Chelsea,English Premier League,€,47.7,Chelsea FC,England,"21,19",RB,10,813,0.996309963099631,9,5,1.8,2,0
Richarlison,2016/2017 - Fluminense,Brazilian Serie A,€,59.7,Everton FC,Brazil,"23,76",FW,28,1508,2.2679045092838197,38,57,0.6666666666666666,2,0
Riyad Mahrez,2017/2018 - Leicester City,English Premier League,€,51.5,Manchester City FC,Algeria,"29,98",RW,36,2960,0.6993243243243243,23,58,0.39655172413793105,2,0
Robert Lewandowski,2017/2018 - FC Bayern München,UEFA Champions League,€,73.8,FC Bayern München,Poland,"32,48",FW,11,955,0.9424083769633509,10,19,0.5263157894736842,2,0
Robert Lewandowski,2018/2019 - FC Bayern München,German Bundesliga,€,73.8,FC Bayern München,Poland,"32,48",FW,33,2958,0.7606490872210954,25,47,0.5319148936170213,2,
Robert Lewandowski,2020/2021 - FC Bayern München,German Bundesliga,€,73.8,FC Bayern München,Poland,"32,48",FW,9,727,1.9807427785419531,16,6,2.6666666666666665,2,0
Roberto Firmino,2017/2018 - Liverpool,UEFA Champions League,€,63.7,Liverpool FC,Brazil,"29,37",FW,13,1055,1.3649289099526067,16,10,1.6,2,0
