Player,Season - Club played for,Competition name,Value currency (millions),Market value,Current club,Player nationality,Player age,Position,games_appearances,mins_played,goal_assist,total_att_assist,Passes per 90 mins weighted by mins_played per _Season - Club - Competition,Pass success weighted by total_pass per _Season - Club - Competition,total_pass,Pass success final third weighted by total_pass per _Season - Club - Competition,total_final_third_passes,Cross accuracy weighted by total_cross_nocorner per _Season - Club - Competition,total_cross_nocorner
Pedrinho,2020/2021 - Benfica,Portuguese Primeira Liga,€,20.1,SL Benfica,Brazil,"22,84",RW,4,75,0,0,"58,8",92%,49,90%,30,"0,0%",1
Pedrinho,2020/2021 - Benfica,UEFA Europa League,€,20.1,SL Benfica,Brazil,"22,84",RW,4,157,0,2,"40,1",89%,70,89%,36,,0
Luca Waldschmidt,2016/2017 - Hamburger SV,German Bundesliga,€,19.8,SL Benfica,Germany,"24,74",FW,14,348,1,4,"24,6",69%,95,55%,38,,
Luca Waldschmidt,2017/2018 - Hamburger SV,German Bundesliga,€,19.8,SL Benfica,Germany,"24,74",FW,21,789,,7,"26,5",72%,232,69%,108,"50,0%",4
Luca Waldschmidt,2018/2019 - Sport-Club Freiburg,German Bundesliga,€,19.8,SL Benfica,Germany,"24,74",FW,30,1716,1,23,"30,4",81%,579,69%,207,"45,5%",11
Luca Waldschmidt,2019/2020 - Sport-Club Freiburg,German Bundesliga,€,19.8,SL Benfica,Germany,"24,74",FW,23,1270,1,11,"26,7",75%,377,65%,136,"28,6%",7
Luca Waldschmidt,2020/2021 - Benfica,Portuguese Primeira Liga,€,19.8,SL Benfica,Germany,"24,74",FW,9,601,1,7,"29,4",79%,196,75%,115,"0,0%",4
Luca Waldschmidt,2020/2021 - Benfica,UEFA Europa League,€,19.8,SL Benfica,Germany,"24,74",FW,6,303,1,6,"34,8",74%,117,66%,64,"0,0%",2
David Brooks,2017/2018 - Sheffield United,English Football League - Championship,€,19.6,AFC Bournemouth,Wales,"23,60",RW,30,1147,4,31,"38,1",79%,486,74%,280,"10,5%",19
David Brooks,2018/2019 - Bournemouth,English Premier League,€,19.6,AFC Bournemouth,Wales,"23,60",RW,30,2276,5,30,"33,8",73%,856,65%,362,"25,0%",20
David Brooks,2019/2020 - Bournemouth,English Premier League,€,19.6,AFC Bournemouth,Wales,"23,60",RW,9,511,,6,"26,9",74%,153,69%,75,"27,8%",18
David Brooks,2020/2021 - Bournemouth,English Football League - Championship,€,19.6,AFC Bournemouth,Wales,"23,60",RW,11,762,3,14,"35,8",78%,303,70%,164,"23,1%",13
Giorgian de Arrascaeta,2016/2017 - Cruzeiro,Brazilian Serie A,€,19.1,CR Flamengo,Uruguay,"26,71",AM,31,2414,9,64,"37,4",76%,1002,69%,515,"11,9%",109
Giorgian de Arrascaeta,2017/2018 - Cruzeiro,Brazilian Serie A,€,19.1,CR Flamengo,Uruguay,"26,71",AM,16,1075,2,21,"46,1",79%,551,69%,272,"20,7%",29
Giorgian de Arrascaeta,2018/2019 - Cruzeiro,Brazilian Serie A,€,19.1,CR Flamengo,Uruguay,"26,71",AM,20,1335,6,41,"46,3",82%,687,74%,340,"18,6%",43
Giorgian de Arrascaeta,2019/2020 - Flamengo,Brazilian Serie A,€,19.1,CR Flamengo,Uruguay,"26,71",AM,23,1828,14,57,"49,1",78%,998,70%,534,"20,0%",45
Giorgian de Arrascaeta,2020/2021 - Flamengo,Brazilian Serie A,€,19.1,CR Flamengo,Uruguay,"26,71",AM,13,960,4,42,"48,9",79%,522,75%,271,"25,0%",36
Nuno Mendes,2019/2020 - Sporting CP,Portuguese Primeira Liga,€,18.5,Sporting Clube de Portugal,Portugal,"18,66",LB,9,657,,12,"48,6",81%,355,75%,85,"18,5%",27
Nuno Mendes,2020/2021 - Sporting CP,Portuguese Primeira Liga,€,18.5,Sporting Clube de Portugal,Portugal,"18,66",LB,8,666,0,7,"40,4",82%,299,70%,83,"15,8%",19
Charles De Ketelaere,2019/2020 - Club Brugge,Belgian Jupiler Pro League,€,17.2,Club Brugge,Belgium,"19,93",AM,13,768,1,11,"31,5",69%,269,64%,168,"24,0%",25
Charles De Ketelaere,2019/2020 - Club Brugge,UEFA Champions League,€,17.2,Club Brugge,Belgium,"19,93",AM,4,126,0,2,"37,9",74%,53,71%,31,"0,0%",2
Charles De Ketelaere,2019/2020 - Club Brugge,UEFA Europa League,€,17.2,Club Brugge,Belgium,"19,93",AM,2,39,0,1,"41,5",78%,18,67%,9,"0,0%",1
Charles De Ketelaere,2020/2021 - Club Brugge,Belgian Jupiler Pro League,€,17.2,Club Brugge,Belgium,"19,93",AM,14,665,0,16,"41,0",73%,303,66%,161,"35,7%",28
Charles De Ketelaere,2020/2021 - Club Brugge,UEFA Champions League,€,17.2,Club Brugge,Belgium,"19,93",AM,6,458,0,2,"34,4",74%,175,64%,81,"12,5%",8
Gerson,2016/2017 - Fluminense,Brazilian Serie A,€,17.2,CR Flamengo,Brazil,"23,74",CM,2,73,,1,"32,1",88%,26,82%,11,"100,0%",1
Gerson,2016/2017 - Roma,Italian Serie A,€,17.2,CR Flamengo,Brazil,"23,74",CM,4,131,,1,"52,2",89%,76,80%,15,,
Gerson,2016/2017 - Roma,UEFA Europa League,€,17.2,CR Flamengo,Brazil,"23,74",CM,6,267,1,2,"73,8",90%,219,72%,54,,
Gerson,2017/2018 - Roma,Italian Serie A,€,17.2,CR Flamengo,Brazil,"23,74",CM,24,898,1,12,"52,0",88%,519,82%,194,"40,0%",5
Gerson,2017/2018 - Roma,UEFA Champions League,€,17.2,CR Flamengo,Brazil,"23,74",CM,6,221,,4,"25,2",84%,62,78%,32,,1
Gerson,2018/2019 - Fiorentina,Italian Serie A,€,17.2,CR Flamengo,Brazil,"23,74",CM,36,2435,3,37,"41,3",83%,1117,75%,417,"25,0%",16
Gerson,2019/2020 - Flamengo,Brazilian Serie A,€,17.2,CR Flamengo,Brazil,"23,74",CM,27,2004,3,25,"58,5",89%,1302,81%,424,"16,7%",6
Gerson,2020/2021 - Flamengo,Brazilian Serie A,€,17.2,CR Flamengo,Brazil,"23,74",CM,20,1625,2,21,"57,8",90%,1044,84%,401,"28,6%",14
Hans Vanaken,2016/2017 - Club Brugge,Belgian Jupiler Pro League,€,16.6,Club Brugge,Belgium,"28,48",AM,39,3316,4,68,"65,7",84%,2420,77%,1192,"15,6%",64
Hans Vanaken,2016/2017 - Club Brugge,UEFA Champions League,€,16.6,Club Brugge,Belgium,"28,48",AM,6,364,,7,"59,3",81%,240,71%,107,,7
Hans Vanaken,2017/2018 - Club Brugge,Belgian Jupiler Pro League,€,16.6,Club Brugge,Belgium,"28,48",AM,39,3215,10,66,"58,4",84%,2087,76%,935,"33,3%",36
Hans Vanaken,2018/2019 - Club Brugge,Belgian Jupiler Pro League,€,16.6,Club Brugge,Belgium,"28,48",AM,40,3556,17,101,"57,7",84%,2279,78%,1030,"25,4%",67
Hans Vanaken,2018/2019 - Club Brugge,UEFA Champions League,€,16.6,Club Brugge,Belgium,"28,48",AM,6,539,1,9,"44,2",86%,265,84%,95,"20,0%",5
Hans Vanaken,2018/2019 - Club Brugge,UEFA Europa League,€,16.6,Club Brugge,Belgium,"28,48",AM,2,180,,8,"61,0",85%,122,80%,50,"25,0%",4
Hans Vanaken,2019/2020 - Club Brugge,Belgian Jupiler Pro League,€,16.6,Club Brugge,Belgium,"28,48",AM,29,2525,3,44,"64,0",88%,1795,81%,704,"13,6%",22
Hans Vanaken,2019/2020 - Club Brugge,UEFA Champions League,€,16.6,Club Brugge,Belgium,"28,48",AM,6,540,0,6,"46,0",85%,276,79%,98,"0,0%",1
Hans Vanaken,2019/2020 - Club Brugge,UEFA Europa League,€,16.6,Club Brugge,Belgium,"28,48",AM,2,180,0,3,"48,5",88%,97,87%,30,"0,0%",2
Hans Vanaken,2020/2021 - Club Brugge,Belgian Jupiler Pro League,€,16.6,Club Brugge,Belgium,"28,48",AM,15,1327,5,27,"55,7",87%,822,78%,331,"20,8%",24
Hans Vanaken,2020/2021 - Club Brugge,UEFA Champions League,€,16.6,Club Brugge,Belgium,"28,48",AM,6,532,0,5,"68,3",86%,404,78%,167,"0,0%",4
Abdülkadir Ömür,2016/2017 - Trabzonspor,Turkish Super Lig,€,16.5,Trabzonspor,Turkey,"21,64",AM,2,14,,1,"96,4",80%,15,75%,8,,
Abdülkadir Ömür,2017/2018 - Trabzonspor,Turkish Super Lig,€,16.5,Trabzonspor,Turkey,"21,64",AM,29,1935,6,32,"41,6",84%,895,81%,409,"25,0%",24
Abdülkadir Ömür,2018/2019 - Trabzonspor,Turkish Super Lig,€,16.5,Trabzonspor,Turkey,"21,64",AM,29,2210,8,31,"41,9",86%,1030,83%,428,"7,1%",14
Abdülkadir Ömür,2019/2020 - Trabzonspor,Turkish Super Lig,€,16.5,Trabzonspor,Turkey,"21,64",AM,14,1052,2,21,"43,9",86%,513,77%,200,"12,5%",8
Abdülkadir Ömür,2020/2021 - Trabzonspor,Turkish Super Lig,€,16.5,Trabzonspor,Turkey,"21,64",AM,11,942,3,16,"38,0",85%,398,74%,141,"20,0%",10
Matías Zaracho,2016/2017 - Racing Club,Argentina Superliga,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,4,118,1,4,"41,2",85%,54,76%,21,,
Matías Zaracho,2017/2018 - Racing Club,Argentina Superliga,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,22,1381,2,16,"38,0",84%,583,75%,209,"18,2%",22
Matías Zaracho,2018/2019 - Racing Club,Argentina Superliga,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,23,1685,3,16,"47,7",88%,893,76%,228,"9,1%",11
Matías Zaracho,2019/2020 - Racing Club,Argentina Superliga,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,19,1600,1,20,"41,4",85%,736,77%,213,,6
Matías Zaracho,2020/2021 - Atlético Mineiro,Brazilian Serie A,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,8,345,0,5,"27,7",80%,106,74%,35,"0,0%",6
Harry Wilson,2016/2017 - Liverpool,English Premier League,€,15.3,Cardiff City FC,Wales,"23,90",RW,0,,,,,,,,,,
Harry Wilson,2017/2018 - Hull City,English Football League - Championship,€,15.3,Cardiff City FC,Wales,"23,90",RW,13,995,3,14,"33,4",74%,369,63%,146,"40,0%",20
Harry Wilson,2018/2019 - Derby County,English Football League - Championship,€,15.3,Cardiff City FC,Wales,"23,90",RW,43,3452,4,58,"32,4",75%,1241,67%,554,"14,3%",56
Harry Wilson,2019/2020 - Bournemouth,English Premier League,€,15.3,Cardiff City FC,Wales,"23,90",RW,31,1651,,14,"31,3",76%,575,66%,248,"18,2%",22
Harry Wilson,2020/2021 - Cardiff City,English Football League - Championship,€,15.3,Cardiff City FC,Wales,"23,90",RW,11,903,2,24,"22,5",76%,226,62%,95,"45,5%",33
Pedro Guilherme Abreu dos Santos,2016/2017 - Fluminense,Brazilian Serie A,€,15.2,CR Flamengo,Brazil,"23,65",FW,3,61,,,"16,2",91%,11,67%,3,,
Pedro Guilherme Abreu dos Santos,2017/2018 - Fluminense,Brazilian Serie A,€,15.2,CR Flamengo,Brazil,"23,65",FW,15,550,,6,"18,3",75%,112,69%,48,,
Pedro Guilherme Abreu dos Santos,2018/2019 - Fluminense,Brazilian Serie A,€,15.2,CR Flamengo,Brazil,"23,65",FW,19,1600,2,16,"18,2",76%,324,67%,153,"33,3%",3
Pedro Guilherme Abreu dos Santos,2019/2020 - Fiorentina,Italian Serie A,€,15.2,CR Flamengo,Brazil,"23,65",FW,4,59,,1,"29,0",74%,19,63%,8,,
Pedro Guilherme Abreu dos Santos,2019/2020 - Fluminense,Brazilian Serie A,€,15.2,CR Flamengo,Brazil,"23,65",FW,10,627,,8,"17,2",77%,120,58%,53,,4
Pedro Guilherme Abreu dos Santos,2020/2021 - Flamengo,Brazilian Serie A,€,15.2,CR Flamengo,Brazil,"23,65",FW,19,1177,0,11,"15,7",75%,205,67%,108,"50,0%",2
Yari Verschaeren,2018/2019 - RSC Anderlecht,Belgian Jupiler Pro League,€,15,RSC Anderlecht,Belgium,"19,59",AM,21,1586,4,25,"39,0",88%,688,83%,296,"25,9%",27
Yari Verschaeren,2018/2019 - RSC Anderlecht,UEFA Europa League,€,15,RSC Anderlecht,Belgium,"19,59",AM,1,9,,,"40,0",75%,4,100%,3,,1
Yari Verschaeren,2019/2020 - RSC Anderlecht,Belgian Jupiler Pro League,€,15,RSC Anderlecht,Belgium,"19,59",AM,21,1413,1,19,"35,3",83%,554,73%,253,"15,0%",40
Yari Verschaeren,2020/2021 - RSC Anderlecht,Belgian Jupiler Pro League,€,15,RSC Anderlecht,Belgium,"19,59",AM,11,622,2,19,"35,3",87%,244,83%,90,"20,0%",5
Zinho Vanheusden,2016/2017 - Internazionale,Italian Serie A,€,15,Royal Standard de Liège,Belgium,"21,55",CB,0,,,,,,,,,,
Zinho Vanheusden,2017/2018 - Internazionale,Italian Serie A,€,15,Royal Standard de Liège,Belgium,"21,55",CB,0,,,,,,,,,,
Zinho Vanheusden,2017/2018 - Standard Liège,Belgian Jupiler Pro League,€,15,Royal Standard de Liège,Belgium,"21,55",CB,1,90,,,"31,0",77%,31,50%,2,,
Zinho Vanheusden,2018/2019 - Standard Liège,Belgian Jupiler Pro League,€,15,Royal Standard de Liège,Belgium,"21,55",CB,26,1984,1,3,"45,6",84%,1006,55%,137,"20,0%",5
Zinho Vanheusden,2018/2019 - Standard Liège,UEFA Europa League,€,15,Royal Standard de Liège,Belgium,"21,55",CB,4,360,,1,"32,5",82%,130,76%,21,,2
Zinho Vanheusden,2019/2020 - Standard Liège,Belgian Jupiler Pro League,€,15,Royal Standard de Liège,Belgium,"21,55",CB,20,1742,2,5,"44,6",83%,864,62%,146,,2
Zinho Vanheusden,2019/2020 - Standard Liège,UEFA Europa League,€,15,Royal Standard de Liège,Belgium,"21,55",CB,5,369,0,0,"43,2",84%,177,71%,14,,0
Zinho Vanheusden,2020/2021 - Standard Liège,Belgian Jupiler Pro League,€,15,Royal Standard de Liège,Belgium,"21,55",CB,8,652,0,3,"57,7",83%,418,64%,87,"0,0%",2
Zinho Vanheusden,2020/2021 - Standard Liège,UEFA Europa League,€,15,Royal Standard de Liège,Belgium,"21,55",CB,2,166,0,0,"44,5",84%,82,73%,11,,0
Todd Cantwell,2017/2018 - Fortuna Sittard,Dutch Eerste Divisie,€,14.6,Norwich City FC,England,"22,97",LW,10,744,2,14,"29,9",83%,247,71%,102,"100,0%",2
Todd Cantwell,2017/2018 - Norwich City,English Football League - Championship,€,14.6,Norwich City FC,England,"22,97",LW,,,,,,,,,,,
Todd Cantwell,2018/2019 - Norwich City,English Football League - Championship,€,14.6,Norwich City FC,England,"22,97",LW,24,1596,2,24,"41,6",82%,738,73%,293,"10,0%",10
Todd Cantwell,2019/2020 - Norwich City,English Premier League,€,14.6,Norwich City FC,England,"22,97",LW,37,2500,2,35,"38,3",82%,1065,76%,411,"4,3%",23
Todd Cantwell,2020/2021 - Norwich City,English Football League - Championship,€,14.6,Norwich City FC,England,"22,97",LW,6,417,1,8,"57,6",82%,267,74%,114,"33,3%",3
Ugurcan Cakir,2016/2017 - Trabzonspor,Turkish Super Lig,€,14.5,Trabzonspor,Turkey,"24,86",GK,0,,,,,,,,,,
Ugurcan Cakir,2017/2018 - Trabzonspor,Turkish Super Lig,€,14.5,Trabzonspor,Turkey,"24,86",GK,6,495,1,4,"19,5",52%,107,24%,38,,
Ugurcan Cakir,2018/2019 - Trabzonspor,Turkish Super Lig,€,14.5,Trabzonspor,Turkey,"24,86",GK,20,1800,,,"23,9",45%,477,21%,123,,
Ugurcan Cakir,2019/2020 - Trabzonspor,Turkish Super Lig,€,14.5,Trabzonspor,Turkey,"24,86",GK,33,2891,1,2,"25,1",63%,807,32%,153,,
Ugurcan Cakir,2019/2020 - Trabzonspor,UEFA Europa League,€,14.5,Trabzonspor,Turkey,"24,86",GK,3,270,0,0,"28,3",65%,85,38%,21,,0
Ugurcan Cakir,2020/2021 - Trabzonspor,Turkish Super Lig,€,14.5,Trabzonspor,Turkey,"24,86",GK,10,900,0,0,"30,9",65%,309,36%,76,,0
Ivan Toney,2020/2021 - Brentford,English Football League - Championship,€,14.2,Brentford FC,England,"24,91",FW,17,1458,2,19,"18,0",68%,291,63%,128,"100,0%",1
Paul Onuachu,2019/2020 - KRC Genk,Belgian Jupiler Pro League,€,14.1,KRC Genk,Nigeria,"26,71",FW,22,1537,,19,"26,2",74%,448,63%,178,,1
Paul Onuachu,2019/2020 - KRC Genk,UEFA Champions League,€,14.1,KRC Genk,Nigeria,"26,71",FW,5,212,0,3,"21,7",78%,51,59%,17,,0
Paul Onuachu,2020/2021 - KRC Genk,Belgian Jupiler Pro League,€,14.1,KRC Genk,Nigeria,"26,71",FW,14,1078,1,10,"24,0",74%,288,65%,107,,0
Kaio Jorge,2018/2019 - Santos,Brazilian Serie A,€,13.5,Santos FC,Brazil,"19,06",FW,1,9,,,"10,0",100%,1,,,,
Kaio Jorge,2019/2020 - Santos,Brazilian Serie A,€,13.5,Santos FC,Brazil,"19,06",FW,3,22,,,"28,6",86%,7,80%,5,,
Kaio Jorge,2020/2021 - Santos,Brazilian Serie A,€,13.5,Santos FC,Brazil,"19,06",FW,20,1339,1,7,"20,7",82%,308,64%,95,"14,3%",7
Roman Yaremchuk,2017/2018 - KAA Gent,Belgian Jupiler Pro League,€,13.3,KAA Gent,Ukraine,"25,22",FW,32,2016,2,26,"26,7",79%,599,77%,293,"17,4%",23
Roman Yaremchuk,2018/2019 - KAA Gent,Belgian Jupiler Pro League,€,13.3,KAA Gent,Ukraine,"25,22",FW,37,2750,2,34,"22,4",78%,684,71%,359,"13,3%",15
Roman Yaremchuk,2019/2020 - KAA Gent,Belgian Jupiler Pro League,€,13.3,KAA Gent,Ukraine,"25,22",FW,18,1510,1,24,"21,6",79%,362,72%,209,"28,6%",7
Roman Yaremchuk,2019/2020 - KAA Gent,UEFA Europa League,€,13.3,KAA Gent,Ukraine,"25,22",FW,6,485,0,2,"20,0",74%,108,67%,48,"0,0%",3
Roman Yaremchuk,2020/2021 - KAA Gent,Belgian Jupiler Pro League,€,13.3,KAA Gent,Ukraine,"25,22",FW,11,953,3,15,"26,0",81%,275,75%,130,"25,0%",4
Roman Yaremchuk,2020/2021 - KAA Gent,UEFA Europa League,€,13.3,KAA Gent,Ukraine,"25,22",FW,5,373,1,5,"27,7",81%,115,78%,55,"0,0%",1
Jefferson Lerma,2017/2018 - Levante,Spanish La Liga,€,13.1,AFC Bournemouth,Colombia,"26,31",DM,26,2137,1,19,"46,0",82%,1092,69%,244,"50,0%",2
Jefferson Lerma,2018/2019 - Bournemouth,English Premier League,€,13.1,AFC Bournemouth,Colombia,"26,31",DM,30,2510,,15,"56,0",83%,1562,69%,379,"50,0%",4
Jefferson Lerma,2019/2020 - Bournemouth,English Premier League,€,13.1,AFC Bournemouth,Colombia,"26,31",DM,33,2709,2,12,"46,4",79%,1398,63%,396,,6
Jefferson Lerma,2020/2021 - Bournemouth,English Football League - Championship,€,13.1,AFC Bournemouth,Colombia,"26,31",DM,14,1046,1,11,"48,2",82%,560,76%,197,"0,0%",3
Agustín Almendra,2017/2018 - Boca Juniors,Argentina Superliga,€,12,Boca Juniors,Argentina,"21,01",CM,3,98,,1,"39,5",70%,43,54%,13,,
Agustín Almendra,2018/2019 - Boca Juniors,Argentina Superliga,€,12,Boca Juniors,Argentina,"21,01",CM,15,1074,1,8,"51,9",80%,619,71%,143,"33,3%",3
Agustín Almendra,2019/2020 - Boca Juniors,Argentina Superliga,€,12,Boca Juniors,Argentina,"21,01",CM,6,441,,3,"40,2",80%,197,72%,46,"66,7%",3
Altay Bayindir,2018/2019 - Ankaragücü,Turkish Super Lig,€,11.7,Fenerbahce SK,Turkey,"22,84",GK,17,1530,,1,"29,5",54%,502,28%,112,,
Altay Bayindir,2019/2020 - Fenerbahçe,Turkish Super Lig,€,11.7,Fenerbahce SK,Turkey,"22,84",GK,32,2880,,,"28,5",75%,913,31%,86,,
Altay Bayindir,2020/2021 - Fenerbahçe,Turkish Super Lig,€,11.7,Fenerbahce SK,Turkey,"22,84",GK,11,990,0,0,"20,1",61%,221,24%,42,,0
Mbwana Samatta,2016/2017 - KRC Genk,Belgian Jupiler Pro League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,27,1676,2,23,"26,7",78%,497,74%,281,"34,8%",23
Mbwana Samatta,2016/2017 - KRC Genk,Belgian UEFA Europa League Play-offs,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,10,748,1,8,"22,3",79%,185,77%,110,"66,7%",3
Mbwana Samatta,2016/2017 - KRC Genk,UEFA Europa League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,12,845,1,8,"27,1",77%,254,72%,137,,5
Mbwana Samatta,2017/2018 - KRC Genk,Belgian Jupiler Pro League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,30,1827,2,16,"21,9",76%,444,72%,238,"26,3%",19
Mbwana Samatta,2018/2019 - KRC Genk,Belgian Jupiler Pro League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,38,3190,5,38,"18,2",75%,644,72%,413,"29,6%",27
Mbwana Samatta,2018/2019 - KRC Genk,UEFA Europa League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,7,606,1,5,"14,9",72%,100,66%,62,"50,0%",4
Mbwana Samatta,2019/2020 - Aston Villa,English Premier League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,14,946,,10,"16,4",68%,172,67%,94,"33,3%",3
Mbwana Samatta,2019/2020 - KRC Genk,Belgian Jupiler Pro League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,20,1569,,21,"23,2",77%,404,73%,221,"23,1%",13
Mbwana Samatta,2019/2020 - KRC Genk,UEFA Champions League,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,6,513,0,1,"23,2",70%,132,76%,55,"0,0%",4
Mbwana Samatta,2020/2021 - Fenerbahçe,Turkish Super Lig,€,11.3,Fenerbahce SK,Tanzania,"28,15",FW,7,427,0,6,"23,8",81%,113,80%,65,"0,0%",3
Dominic Solanke,2016/2017 - Chelsea,English Premier League,€,11.2,AFC Bournemouth,England,"23,42",FW,0,,,,,,,,,,
Dominic Solanke,2017/2018 - Liverpool,English Premier League,€,11.2,AFC Bournemouth,England,"23,42",FW,21,583,1,15,"30,4",75%,197,68%,104,,3
Dominic Solanke,2017/2018 - Liverpool,UEFA Champions League,€,11.2,AFC Bournemouth,England,"23,42",FW,3,36,,1,"22,5",56%,9,50%,4,,
Dominic Solanke,2018/2019 - Bournemouth,English Premier League,€,11.2,AFC Bournemouth,England,"23,42",FW,10,340,1,8,"26,2",72%,99,60%,45,,1
Dominic Solanke,2019/2020 - Bournemouth,English Premier League,€,11.2,AFC Bournemouth,England,"23,42",FW,32,1644,1,15,"23,6",70%,431,65%,224,"16,7%",6
Dominic Solanke,2020/2021 - Bournemouth,English Football League - Championship,€,11.2,AFC Bournemouth,England,"23,42",FW,17,1401,3,13,"19,7",74%,307,66%,151,"25,0%",4
João Pedro,2019/2020 - Fluminense,Brazilian Serie A,€,11.2,Watford FC,Brazil,"19,39",FW,25,1695,1,19,"22,8",78%,430,69%,195,"23,5%",17
João Pedro,2019/2020 - Watford,English Premier League,€,11.2,Watford FC,Brazil,"19,39",FW,3,22,,,"36,8",78%,9,75%,4,"33,3%",3
João Pedro,2020/2021 - Watford,English Football League - Championship,€,11.2,Watford FC,Brazil,"19,39",FW,16,1173,0,14,"28,5",75%,371,69%,172,"40,0%",5
Talles Magno,2019/2020 - Vasco da Gama,Brazilian Serie A,€,11.2,CR Vasco da Gama,Brazil,"18,64",LW,15,1065,,12,"25,7",79%,304,71%,147,"12,5%",8
Talles Magno,2020/2021 - Vasco da Gama,Brazilian Serie A,€,11.2,CR Vasco da Gama,Brazil,"18,64",LW,20,1545,1,14,"29,1",80%,500,73%,201,"15,4%",13
Irfan Can Kahveci,2016/2017 - Gençlerbirligi,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,15,969,2,20,"35,7",81%,384,73%,154,"17,2%",29
Irfan Can Kahveci,2016/2017 - Istanbul Basaksehir,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,12,444,,10,"52,7",85%,260,72%,93,"50,0%",4
Irfan Can Kahveci,2017/2018 - Istanbul Basaksehir,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,25,1170,1,11,"45,0",84%,585,76%,187,"60,0%",20
Irfan Can Kahveci,2017/2018 - Istanbul Basaksehir,UEFA Europa League,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,4,294,1,5,"42,6",88%,139,78%,32,"75,0%",4
Irfan Can Kahveci,2018/2019 - Istanbul Basaksehir,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,32,2544,5,38,"45,5",84%,1286,79%,518,"19,6%",51
Irfan Can Kahveci,2019/2020 - Istanbul Basaksehir,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,29,2424,5,57,"43,3",78%,1165,70%,505,"17,6%",68
Irfan Can Kahveci,2019/2020 - Istanbul Basaksehir,UEFA Europa League,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,9,779,0,12,"36,5",78%,316,69%,123,"26,7%",15
Irfan Can Kahveci,2020/2021 - Istanbul Basaksehir,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,10,812,1,14,"52,3",82%,472,71%,230,"16,7%",30
Irfan Can Kahveci,2020/2021 - Istanbul Basaksehir,UEFA Champions League,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,6,487,1,7,"42,7",74%,231,64%,88,"20,0%",5
Albert Sambi Lokonga,2017/2018 - RSC Anderlecht,Belgian Jupiler Pro League,€,11,RSC Anderlecht,Belgium,"21,31",CM,7,346,,3,"69,2",88%,266,75%,77,,3
Albert Sambi Lokonga,2017/2018 - RSC Anderlecht,UEFA Champions League,€,11,RSC Anderlecht,Belgium,"21,31",CM,0,,,,,,,,,,
Albert Sambi Lokonga,2018/2019 - RSC Anderlecht,Belgian Jupiler Pro League,€,11,RSC Anderlecht,Belgium,"21,31",CM,6,445,,8,"67,6",84%,334,79%,104,"14,3%",7
Albert Sambi Lokonga,2018/2019 - RSC Anderlecht,UEFA Europa League,€,11,RSC Anderlecht,Belgium,"21,31",CM,2,22,,,"106,4",100%,26,100%,8,,
Albert Sambi Lokonga,2019/2020 - RSC Anderlecht,Belgian Jupiler Pro League,€,11,RSC Anderlecht,Belgium,"21,31",CM,23,1994,3,25,"53,4",87%,1182,79%,377,"25,0%",12
Albert Sambi Lokonga,2020/2021 - RSC Anderlecht,Belgian Jupiler Pro League,€,11,RSC Anderlecht,Belgium,"21,31",CM,11,972,1,10,"55,6",82%,601,71%,168,"20,0%",5
Theo Bongonda,2016/2017 - Celta de Vigo,Spanish La Liga,€,11,KRC Genk,Belgium,"25,24",LW,30,2170,3,19,"25,0",78%,602,69%,254,"19,6%",56
Theo Bongonda,2016/2017 - Celta de Vigo,UEFA Europa League,€,11,KRC Genk,Belgium,"25,24",LW,6,308,1,1,"20,7",85%,71,89%,36,"18,2%",11
Theo Bongonda,2017/2018 - SV Zulte Waregem,Belgian Jupiler Pro League,€,11,KRC Genk,Belgium,"25,24",LW,4,175,1,4,"29,3",75%,57,71%,31,"28,6%",7
Theo Bongonda,2017/2018 - SV Zulte Waregem,Belgian UEFA Europa League Play-offs,€,11,KRC Genk,Belgium,"25,24",LW,8,606,2,13,"33,3",81%,224,79%,135,"25,0%",20
